#,Class,Who,Progress,Num,Denom,✓,,Name,Requirements,Rewards,Incomplete,Actual Requirements (if different),Description,Icon Name,Tab,Actual Name,Time,Responsibility
347,Subset,,,0,0,FALSE,,Horse Armorer,"Make horse armor out of dead horses (No, joking, any leather will do) (Obtain leather horse armor)",4 Leather,,Obtain leather horse armor,"Make horse armor out of dead horses (No, joking, any leather will do)",leather_horse_armor,Animals,blazeandcave:animal/horse_armorer,,
348,Subset,,,0,0,FALSE,,A Horse in Shining Armor,Find diamond horse armor,,,,Find diamond horse armor,diamond_horse_armor,Animals,blazeandcave:animal/a_horse_in_shining_armor,,
349,Child,,,0,0,FALSE,,Colorful Cavalry,Dye 16 sets of leather horse armor each with one of the individual colors (Dye 16 sets of leather horse armor each with one of the different dyes),8 Leather,,Dye 16 sets of leather horse armor each with one of the different dyes,Dye 16 sets of leather horse armor each with one of the individual colors,leather_horse_armor,Animals,blazeandcave:animal/colorful_cavalry,,All Items
350,Child,,,0,0,FALSE,,So Hungry I Could Eat a Horse!,"Feed a Horse every type of food that it can eat (Feed a Horse, Donkey or Mule sugar, wheat, apples, hay bales, golden apples, golden carrots and enchanted golden apples)",4 Golden Apples,,"Feed a Horse, Donkey or Mule sugar, wheat, apples, hay bales, golden apples, golden carrots and enchanted golden apples",Feed a Horse every type of food that it can eat,hay_block,Animals,blazeandcave:animal/so_hungry_i_could_eat_a_horse,,All Items
351,Unique,,,0,0,FALSE,,It's High Noon,Snipe a Husk from 50 blocks away while riding a Horse (Kill a Husk with a projectile from at least 50 blocks away while you are riding a Horse),,,Kill a Husk with a projectile from at least 50 blocks away while you are riding a Horse,Snipe a Husk from 50 blocks away while riding a Horse,bow,Animals,blazeandcave:animal/its_high_noon,,Mob Misc.
352,Subset,,,0,0,FALSE,,Are we there yet?,Tame a donkey,,,,Tame a donkey,chest,Animals,blazeandcave:animal/are_we_there_yet,,
353,Subset,,,0,0,FALSE,,Artificial Selection,Breed a horse and a donkey to get a mule,,,,Breed a horse and a donkey to get a mule,apple,Animals,blazeandcave:animal/artificial_selection,,
354,Unique,,,0,0,FALSE,,Master Farrier,Tame all horse variants (See requirement notes below),,,See requirement notes below,Tame all horse variants,horse_spawn_egg,Animals,blazeandcave:animal/master_farrier,,Explorer
355,Subset,,,0,0,FALSE,,Desert Rider,Find a Camel in a desert village and ride it,,,,Find a Camel in a desert village and ride it,camel_spawn_egg,Animals,blazeandcave:animal/desert_rider,,
356,Subset,,,0,0,FALSE,,Hump Day,Breed two Camels using cactus,2 Cactus,,,Breed two Camels using cactus,cactus,Animals,blazeandcave:animal/hump_day,,
357,Unique,,,0,0,FALSE,,The High Road,"Kill a hostile monster with a melee attack while riding a Camel (The same mobs as what triggers ""Monster Hunter"" can be killed for this advancement)",,,"The same mobs as what triggers ""Monster Hunter"" can be killed for this advancement",Kill a hostile monster with a melee attack while riding a Camel,iron_sword,Animals,blazeandcave:animal/the_high_road,,Mob Misc.
358,Subset,,,0,0,FALSE,,Stay Calmer,Tame a llama (Tame a Llama or Trader Llama),,,Tame a Llama or Trader Llama,Tame a llama,light_gray_carpet,Animals,blazeandcave:animal/stay_calmer,,
359,Subset,,,0,0,FALSE,,So I got that going for me,Breed two llamas with hay (Breed a Llama or Trader Llama),2 Hay Blocks,,Breed a Llama or Trader Llama,Breed two llamas with hay,hay_block,Animals,blazeandcave:animal/so_i_got_that_going_for_me,,
360,Unique,,,0,0,FALSE,,Llama Llama Duck King,"Tame all llama variants (You have to tame: Creamy, White, Brown and Gray Llamas OR Trader Llamas)",,,"You have to tame: Creamy, White, Brown and Gray Llamas OR Trader Llamas",Tame all llama variants,llama_spawn_egg,Animals,blazeandcave:animal/llama_llama_duck_king,,Explorer
361,Unique,,,0,0,FALSE,,Llama Festival,Sit on Llamas with all 16 colors of carpet. Getting off will reset your progress (This works with either Llamas or Trader Llamas),,,This works with either Llamas or Trader Llamas,Sit on Llamas with all 16 colors of carpet. Getting off will reset your progress,purple_banner,Animals,blazeandcave:animal/llama_festival,,Breeding
362,Unique,,,0,0,FALSE,,Heavy Duty Caravan,Tame a llama with a strength of 5 (Tame a Llama or Trader Llama with a strength of 5),4 Hay Blocks,,Tame a Llama or Trader Llama with a strength of 5,Tame a llama with a strength of 5,potion,Animals,blazeandcave:animal/heavy_duty_caravan,,"Explorers
(shared)"
363,Subset,,,0,0,FALSE,,Blistering Barnacles!,Get spat at by a llama (Get damaged by a llama spitting at you),,,Get damaged by a llama spitting at you,Get spat at by a llama,light_blue_carpet,Animals,blazeandcave:animal/blistering_barnacles,,
364,Subset,,,0,0,FALSE,,Lead the Way!,"Craft a lead using string and a slimeball, then attach it to a mob (Right-click a mob that can be leashed with a lead)",2 Leads,,Right-click a mob that can be leashed with a lead,"Craft a lead using string and a slimeball, then attach it to a mob",lead,Animals,blazeandcave:animal/lead_the_way,,
365,Subset,,,0,0,FALSE,,Beeloons!,Attach a lead to a bee,2 Leads,,,Attach a lead to a bee,honeycomb,Animals,blazeandcave:animal/beeloons,,
366,Subset,,,0,0,FALSE,,"You Lead, I'll Follow",Attach a lead to a llama to form a llama caravan,,,,Attach a lead to a llama to form a llama caravan,brown_carpet,Animals,blazeandcave:animal/you_lead_ill_follow,,
367,Unique,,,0,0,FALSE,,Follow the Leader,Attach a lead to every mob that can be leashed (See requirement notes below),32 Leads,,See requirement notes below,Attach a lead to every mob that can be leashed,oak_fence,Animals,blazeandcave:animal/follow_the_leader,,All Mobs
368,Subset,,,0,0,FALSE,,Leader of the Pack,Befriend a wolf (Tame a wolf),4 Bones,,Tame a wolf,Befriend a wolf,bone,Animals,minecraft:husbandry/tame_an_animal,,
369,Subset,,,0,0,FALSE,,Puppies! Yipe!,Breed two wolves together to get a puppy!,2 Rotten Flesh,,,Breed two wolves together to get a puppy!,rotten_flesh,Animals,blazeandcave:animal/puppies_yipe,,
370,Subset,,,0,0,FALSE,,Isn’t It Scute?,Brush an Armadillo to get Armadillo Scutes (Use a Brush on an Armadillo),2 Armadillo Scutes,,Use a Brush on an Armadillo,Brush an Armadillo to get Armadillo Scutes,brush,Animals,minecraft:adventure/brush_armadillo,,
371,Subset,,,0,0,FALSE,,Farmadillo,Breed two Armadillos using Spider Eyes,2 Spider Eyes,,,Breed two Armadillos using Spider Eyes,spider_eye,Animals,blazeandcave:animal/farmadillo,,
372,Subset,,,0,0,FALSE,,Armadoggo,Equip your canine best friend with Wolf Armor (Place Wolf Armor on a wolf),,,Place Wolf Armor on a wolf,Equip your canine best friend with Wolf Armor,wolf_armor,Animals,blazeandcave:animal/armadoggo,,
373,Unique,,,0,0,FALSE,,Good as New,Repair damaged Wolf Armor using Armadillo Scutes,2 Armadillo Scutes,,,Repair damaged Wolf Armor using Armadillo Scutes,armadillo_scute,Animals,minecraft:husbandry/repair_wolf_armor,,
374,Unique,,,0,0,FALSE,,Shear Brilliance,Remove Wolf Armor from a Wolf using Shears,,,,Remove Wolf Armor from a Wolf using Shears,shears,Animals,minecraft:husbandry/remove_wolf_armor,,
375,Unique,,,0,0,FALSE,,Paw Patrol,"Equip Wolves with Wolf Armor dyed blue, red, yellow, lime, pink and orange (Place Wolf Armor of each colour on wolves)",12 Armadillo Scutes,,Place Wolf Armor of each colour on wolves,"Equip Wolves with Wolf Armor dyed blue, red, yellow, lime, pink and orange",wolf_armor,Animals,blazeandcave:animal/paw_patrol,,
376,Unique,,,0,0,FALSE,,The Whole Pack,"Tame one of each Wolf variant (Tame the wolf variants: Ashen, Black, Chestnut, Pale, Rusty, Snowy, Spotted, Striped and Woods)",,,"Tame the wolf variants: Ashen, Black, Chestnut, Pale, Rusty, Snowy, Spotted, Striped and Woods",Tame one of each Wolf variant,bone,Animals,minecraft:husbandry/whole_pack,,Explorer
377,Subset,,,0,0,FALSE,,What Does The Fox Say?,Breed two red foxes with sweet berries,,,,Breed two red foxes with sweet berries,fox_spawn_egg,Animals,blazeandcave:animal/what_does_the_fox_say,,
378,Unique,,,0,0,FALSE,,Snow Fox 64,Breed two snow foxes with sweet berries,,,,Breed two snow foxes with sweet berries,snow_block,Animals,blazeandcave:animal/snow_fox_64,,"Explorers
(shared)"
379,Unique,,,0,0,FALSE,,Blackberry Market,Trade some sweet berries to a Fox with an emerald in their mouth (Have a fox with an Emerald in its mouth pick up Sweet Berries that you dropped),4 Emeralds,,Have a fox with an Emerald in its mouth pick up Sweet Berries that you dropped,Trade some sweet berries to a Fox with an emerald in their mouth,emerald,Animals,blazeandcave:animal/blackberry_market,,Mob Misc.
380,Unique,,,0,0,FALSE,,Foxy Thievery,Give a fox a Totem of Undying (Have a fox pick up a Totem of Undying that you dropped),,,Have a fox pick up a Totem of Undying that you dropped,Give a fox a Totem of Undying,totem_of_undying,Animals,blazeandcave:animal/foxy_thievery,,Mob Misc.
381,Subset,,,0,0,FALSE,,Frog Family,Breed two Frogs together using slimeballs,2 Slimeballs,,,Breed two Frogs together using slimeballs,frogspawn,Animals,blazeandcave:animal/frog_family,,
382,Subset,,,0,0,FALSE,,Bukkit bukkit,Catch a Tadpole in a bucket,,,,Catch a Tadpole in a bucket,tadpole_bucket,Animals,minecraft:husbandry/tadpole_in_a_bucket,,
383,Subset,,,0,0,FALSE,,When the Squad Hops into Town,Attach a lead to each variant of Frog,8 Slimeballs,,,Attach a lead to each variant of Frog,lead,Animals,minecraft:husbandry/leash_all_frog_variants,,
384,Subset,,,0,0,FALSE,,Fishy Business,Catch a fish,2 Raw Cod,,,Catch a fish,fishing_rod,Animals,minecraft:husbandry/fishy_business,,
385,Subset,,,0,0,FALSE,,Direct Fishing,"Catch a fish by directly skewering it with a sword (Kill a cod, salmon, pufferfish or tropical fish)",2 Raw Cod,,"Kill a cod, salmon, pufferfish or tropical fish",Catch a fish by directly skewering it with a sword,stone_sword,Animals,blazeandcave:animal/direct_fishing,,
386,Incidental,,,0,0,FALSE,,Grinding Nemo,Skewer a tropical fish (Kill a tropical fish),2 Tropical Fish,,Kill a tropical fish,Skewer a tropical fish,tropical_fish,Animals,blazeandcave:animal/grinding_nemo,,
387,Subset,,,0,0,FALSE,,Cephalight,Kill a Glow Squid,4 Glow Ink Sacs,,,Kill a Glow Squid,glow_ink_sac,Animals,blazeandcave:animal/cephalight,,
388,Subset,,,0,0,FALSE,,Glow and Behold,Use a Glow Ink Sac to light up a sign,,,,Use a Glow Ink Sac to light up a sign,warped_sign,Animals,minecraft:husbandry/make_a_sign_glow,,
389,Child,,,0,0,FALSE,,Flashy Items,Put an item up for display in a Glowing Item Frame (Place an item in a Glowing Item Frame),,,Place an item in a Glowing Item Frame,Put an item up for display in a Glowing Item Frame,glow_item_frame,Animals,blazeandcave:animal/flashy_items,,All Items
390,Unique,,,0,0,FALSE,,Iceologer Should've Won,Kill 100 Glow Squids,16 Glow Ink Sacs,,,Kill 100 Glow Squids,blue_ice,Animals,blazeandcave:animal/iceologer_shouldve_won,,Explorer
391,Subset,,,0,0,FALSE,,Tactical Fishing,"Catch a fish... without a fishing rod! (Pick up a cod, salmon, pufferfish or tropical fish in a bucket)",,,"Pick up a cod, salmon, pufferfish or tropical fish in a bucket",Catch a fish... without a fishing rod!,pufferfish_bucket,Animals,minecraft:husbandry/tactical_fishing,,
392,Unique,,,0,0,FALSE,,Aquarium,"Catch all four types of fish and set them free in an aquarium (Place a cod, salmon, pufferfish and tropical fish bucket)",3 Water Buckets,,"Place a cod, salmon, pufferfish and tropical fish bucket",Catch all four types of fish and set them free in an aquarium,salmon_bucket,Animals,blazeandcave:animal/aquarium,,All Mobs
393,Unique,,,0,0,FALSE,,Tropical Collection,Collect all 22 of the common types of tropical fish (See requirement notes below),,,See requirement notes below,Collect all 22 of the common types of tropical fish,tropical_fish_bucket,Animals,blazeandcave:animal/tropical_collection,,Axolotl Breeder
394,Subset,,,0,0,FALSE,,The Cutest Predator,Catch an Axolotl in a Bucket,,,,Catch an Axolotl in a Bucket,axolotl_bucket,Animals,minecraft:husbandry/axolotl_in_a_bucket,,
395,Subset,,,0,0,FALSE,,The Healing Power of Friendship,Team up with an Axolotl and win a fight (Receive regeneration from an Axolotl by killing a mob one is in conflict with),,,Receive regeneration from an Axolotl by killing a mob one is in conflict with,Team up with an Axolotl and win a fight,trident,Animals,minecraft:husbandry/kill_axolotl_target,,
396,Unique,,,0,0,FALSE,,Thanks a lotl,Feed an Axolotl within an Ocean Monument and watch it go on a Guardian killing spree (Same as The Healing Power of Friendship but both you and the Axolotl must be inside an Ocean Monument),4 Tropical Fish,,Same as The Healing Power of Friendship but both you and the Axolotl must be inside an Ocean Monument,Feed an Axolotl within an Ocean Monument and watch it go on a Guardian killing spree,prismarine_shard,Animals,blazeandcave:animal/thanks_a_lotl,,All Mobs
397,Subset,,,0,0,FALSE,,Axolittle,Breed two Axolotls together using Tropical Fish,2 Tropical Fish,,,Breed two Axolotls together using Tropical Fish,axolotl_spawn_egg,Animals,blazeandcave:animal/axolittle,,
398,Child,,,0,0,FALSE,,Axeolotl,Kill an Axolotl with an axe,,,,Kill an Axolotl with an axe,iron_axe,Animals,blazeandcave:animal/axeolotl,,Axolotl Breeder
399,Unique,,,0,0,FALSE,,Axolotl of them,"Catch all variants of Axolotls inside a Bucket (Catch a Leucistic, Wild, Gold, Cyan and Blue Axolotl)",16 Tropical Fish,,"Catch a Leucistic, Wild, Gold, Cyan and Blue Axolotl",Catch all variants of Axolotls inside a Bucket,bucket,Animals,blazeandcave:animal/axolotl_of_them,,Axolotl Breeder
400,Subset,,,0,0,FALSE,,Delicious Fish,Cook and eat a fish! (Eat a cooked cod or cooked salmon),2 Cooked Cod,,Eat a cooked cod or cooked salmon,Cook and eat a fish!,cooked_cod,Animals,blazeandcave:animal/delicious_fish,,
401,Subset,,,0,0,FALSE,,Sushi,Eat some raw fish,,,,Eat some raw fish,cod,Animals,blazeandcave:animal/sushi,,
402,Subset,,,0,0,FALSE,,Salmonella Poisoning,Eat some raw salmon... and not get poisoned after all,,,,Eat some raw salmon... and not get poisoned after all,salmon,Animals,blazeandcave:animal/salmonella_poisoning,,
403,Subset,,,0,0,FALSE,,Catching Nemo,Catch a clownfish (Catch a tropical fish through fishing),,,Catch a tropical fish through fishing,Catch a clownfish,tropical_fish,Animals,blazeandcave:animal/catching_nemo,,
404,Subset,,,0,0,FALSE,,What a piece of junk!,Fish out a junk item (See requirement notes below),,,See requirement notes below,Fish out a junk item,bone,Animals,blazeandcave:animal/what_a_piece_of_junk,,
405,Subset,,,0,0,FALSE,,Treasure Hunter,Fish out a piece of treasure (See requirement notes below),,,See requirement notes below,Fish out a piece of treasure,nautilus_shell,Animals,blazeandcave:animal/treasure_hunter,,
406,Subset,,,0,0,FALSE,,Someone's been here before...,Fish out a ratty old pair of boots (Catch leather boots through fishing),,,Catch leather boots through fishing,Fish out a ratty old pair of boots,leather_boots,Animals,blazeandcave:animal/someones_been_here_before,,
407,Subset,,,0,0,FALSE,,Master Angler,"Collect a stack of all four types of fish (Collect 64 raw cod, raw salmon, pufferfish and tropical fish)",16 Cooked Salmon,,"Collect 64 raw cod, raw salmon, pufferfish and tropical fish",Collect a stack of all four types of fish,pufferfish,Animals,blazeandcave:animal/master_angler,,
408,Unique,,,0,0,FALSE,,Totally not an AFK fisher!,Fish out all types of items (See requirement notes below),1 Mending Fishing Rod,,See requirement notes below,Fish out all types of items,fishing_rod,Animals,blazeandcave:animal/totally_not_an_afk_fisher,,Misc
409,Subset,,,0,0,FALSE,,Poacher,Kill a turtle for their shells only to find they don't actually drop their shells when killed (Kill a turtle),,,Kill a turtle,Kill a turtle for their shells only to find they don't actually drop their shells when killed,seagrass,Animals,blazeandcave:animal/poacher,,
410,Subset,,,0,0,FALSE,,"Hey, look, Mom!",Use sea grass to breed a baby turtle,,,,Use sea grass to breed a baby turtle,turtle_egg,Animals,blazeandcave:animal/hey_look_mom,,
411,Subset,,,0,0,FALSE,,Scuttler,Get a scute from a baby turtle when it grows up (Obtain a scute),2 Scutes,,Obtain a scute,Get a scute from a baby turtle when it grows up,turtle_scute,Animals,blazeandcave:animal/scuttler,,
412,Subset,,,0,0,FALSE,,Turtle Soldier,Craft a full turtle shell (Obtain a turtle shell),2 Scutes,,Obtain a turtle shell,Craft a full turtle shell,turtle_helmet,Animals,blazeandcave:animal/turtle_soldier,,
413,Subset,,,0,0,FALSE,,Save the Turtles!,Collect a stack of turtle eggs,"8 Turtle Eggs, 8 Scutes",,,Collect a stack of turtle eggs,turtle_egg,Animals,blazeandcave:animal/save_the_turtles,,
414,Subset,,,0,0,FALSE,,Turtle Army,Collect a stack of Turtle Scutes,8 Scutes,,,Collect a stack of Turtle Scutes,turtle_spawn_egg,Animals,blazeandcave:animal/turtle_army,,
415,Subset,,,0,0,FALSE,,Monsters,"Battle against the monsters of darkness (Obtain a wood, stone, iron, gold or diamond sword)",,,"Obtain a wood, stone, iron, gold or diamond sword",Battle against the monsters of darkness,zombie_head,Monsters,blazeandcave:monsters/root,,
416,Subset,,,0,0,FALSE,,Monster Hunter,Kill any hostile monster (See requirement notes below),,,See requirement notes below,Kill any hostile monster,iron_sword,Monsters,minecraft:adventure/kill_a_mob,,
417,Subset,,,0,0,FALSE,,Dead Don't Die,Kill a zombie,3 Rotten Flesh,,,Kill a zombie,rotten_flesh,Monsters,blazeandcave:monsters/dead_dont_die,,
